season_id,season,team_id,grade_id,grade_name,player_key,canonical_player_id,canonical_player_name,display_player_name,innings,thirties,latest_match_date,match_count
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,chris_benjamin,chris_benjamin,Chris Benjamin,Chris Benjamin,1,0,2009-04-22T10:30:00.0000000+00:00,1
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_030cccd1_9611_40f8_a8a9_b1fe59617293,raw_030cccd1_9611_40f8_a8a9_b1fe59617293,Samad Shaikh,Samad Shaikh,13,4,2009-03-28T11:00:00.0000000+00:00,13
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_0ab6fb09_3473_4448_9def_4f1ec16bd19d,raw_0ab6fb09_3473_4448_9def_4f1ec16bd19d,Sam Harris,Sam Harris,10,1,2009-03-28T11:00:00.0000000+00:00,10
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_0f928ffc_f91c_4880_bede_bdc05967b28d,raw_0f928ffc_f91c_4880_bede_bdc05967b28d,Matthew Stevens,Matthew Stevens,1,0,2009-04-22T10:30:00.0000000+00:00,1
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_1265899e_baa0_46dd_98e2_e26b62489374,raw_1265899e_baa0_46dd_98e2_e26b62489374,Joshua Loy,Joshua Loy,7,1,2009-02-14T12:30:00.0000000+00:00,7
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_173bce75_a15b_48ac_92d9_ed935fc455bb,raw_173bce75_a15b_48ac_92d9_ed935fc455bb,Ramy Ykmour,Ramy Ykmour,17,2,2009-03-28T11:00:00.0000000+00:00,17
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_177ffe8f_d249_40e2_930c_9dd943b90b9d,raw_177ffe8f_d249_40e2_930c_9dd943b90b9d,Mark Badovinac,Mark Badovinac,3,0,2009-01-24T12:00:00.0000000+00:00,3
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_1ed58d14_2206_4c6c_bec3_c0dcc9c9e69b,raw_1ed58d14_2206_4c6c_bec3_c0dcc9c9e69b,Stephen Borwick,Stephen Borwick,1,0,2008-11-09T12:00:00.0000000+00:00,1
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_2ba62c82_4b86_4a56_ada0_44ae79b4c658,raw_2ba62c82_4b86_4a56_ada0_44ae79b4c658,Chris Richardson,Chris Richardson,4,0,2009-02-28T12:30:00.0000000+00:00,4
2bea42bd-9a74-48c1-9950-f7c3a3906c31,Summer 2008/09,7dadbed2-0467-4d4a-b1f9-e8cce35648a9,1a4771a5-d965-4e57-9384-4b0880e4e734,Tim Creer Cup,raw_2d21aa94_482e_4f0e_8a7a_5e48f538ca3b,raw_2d21aa94_482e_4f0e_8a7a_5e48f538ca3b,Matthew Beer,Matthew Beer,4,0,2008-11-29T12:30:00.0000000+00:00,4
