player_id,player_name,short_name,club,matches,bowlingWickets,bowlingMaidens,bowlingRuns,bowlingBalls,bowling5WIs,bowling10WMs,bowlingBestInnings,bowlingAverage,bowlingStrikeRate,bowlingEconomyRate,bowlingWides,bowlingNoBalls,team_id,team_name,grade_id,grade_name,season_id,season,season_start_date,competition_name,bowlingWicketsUnassisted,raw_player_id,raw_player_name,canonical_player_id,canonical_player_name
c9d264ee-f99b-4b70-9012-4c05c6ef223e,Kyle Petty,K Petty,Reynella Cricket Club,11.0,31.0,37.0,445.0,855.0,3.0,0.0,6-64,14.35,27.58,3.12,2.0,0.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,c9d264ee-f99b-4b70-9012-4c05c6ef223e,Kyle Petty,raw_c9d264ee_f99b_4b70_9012_4c05c6ef223e,Kyle Petty
ff0946c1-9877-43b7-b83a-16ced032696e,Shaminda Eranga Ranaweera Mudiyanselage,S Ranaweera Mudiyanselage,Reynella Cricket Club,11.0,22.0,21.0,339.0,660.0,0.0,0.0,4-11,15.41,30.0,3.08,2.0,24.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,ff0946c1-9877-43b7-b83a-16ced032696e,Shaminda Eranga Ranaweera Mudiyanselage,raw_ff0946c1_9877_43b7_b83a_16ced032696e,Shaminda Eranga Ranaweera Mudiyanselage
205e8fd2-2a71-4bb7-af36-80deca0a9b8a,Matt Hehner,M Hehner,Reynella Cricket Club,10.0,12.0,9.0,270.0,393.0,0.0,0.0,4-20,22.5,32.75,4.12,3.0,1.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,205e8fd2-2a71-4bb7-af36-80deca0a9b8a,Matt Hehner,raw_205e8fd2_2a71_4bb7_af36_80deca0a9b8a,Matt Hehner
0ac11e9b-8c39-46a5-a223-87e276de8d4f,Hayden Sutton,H Sutton,Reynella Cricket Club,10.0,9.0,10.0,263.0,342.0,0.0,0.0,2-10,29.22,38.0,4.61,3.0,5.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,0ac11e9b-8c39-46a5-a223-87e276de8d4f,Hayden Sutton,raw_0ac11e9b_8c39_46a5_a223_87e276de8d4f,Hayden Sutton
45c2ed4d-4379-486e-9fdf-9a5223c30093,Jaiden Patel,J Patel,Reynella Cricket Club,6.0,7.0,12.0,197.0,344.0,0.0,0.0,3-51,28.14,49.14,3.44,2.0,1.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,45c2ed4d-4379-486e-9fdf-9a5223c30093,Jaiden Patel,raw_45c2ed4d_4379_486e_9fdf_9a5223c30093,Jaiden Patel
15226ed6-8fd9-479d-b752-ec738be4fb09,Ridham Patel,R Patel,Reynella Cricket Club,4.0,6.0,5.0,157.0,204.0,0.0,0.0,3-29,26.17,34.0,4.62,11.0,1.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,15226ed6-8fd9-479d-b752-ec738be4fb09,Ridham Patel,raw_15226ed6_8fd9_479d_b752_ec738be4fb09,Ridham Patel
61e144ce-f866-459c-9370-2e6a12beca13,sathpath Kamburugamuwa,s Kamburugamuwa,Reynella Cricket Club,3.0,3.0,3.0,128.0,162.0,0.0,0.0,2-27,42.67,54.0,4.74,1.0,0.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,61e144ce-f866-459c-9370-2e6a12beca13,Sathpath Kamburugamuwa,raw_61e144ce_f866_459c_9370_2e6a12beca13,Sathpath Kamburugamuwa
b270c0b2-5125-4134-a734-62315b457a23,Joshua GOLDING,J GOLDING,Reynella Cricket Club,4.0,2.0,2.0,149.0,174.0,0.0,0.0,1-14,74.5,87.0,5.14,2.0,5.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,b270c0b2-5125-4134-a734-62315b457a23,Joshua Golding,raw_b270c0b2_5125_4134_a734_62315b457a23,Joshua Golding
98bc2f3b-30cf-4b6d-b441-87e94b2361f0,Daniel Rabbett,D Rabbett,Reynella Cricket Club,4.0,1.0,4.0,95.0,156.0,0.0,0.0,1-60,95.0,156.0,3.65,0.0,0.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,98bc2f3b-30cf-4b6d-b441-87e94b2361f0,Daniel Rabbett,raw_98bc2f3b_30cf_4b6d_b441_87e94b2361f0,Daniel Rabbett
ca67fd6a-fa2d-463d-b3f9-ef367d3aa929,Brock Carlisle,B Carlisle,Reynella Cricket Club,7.0,0.0,0.0,13.0,12.0,0.0,0.0,0-0,,,6.5,0.0,0.0,6d41a02c-ba05-4f50-9d1d-1665838ced3a,A1,0ddf2fae-7d41-4752-918e-ad1439a19219,A1 Kookaburra Sports Premier Grade,a826b403-b813-4318-9805-5bbe4cf7f238,Summer 2025/26,2025-07-01T00:00:00.0000000+00:00,Adelaide Turf Cricket Association,,ca67fd6a-fa2d-463d-b3f9-ef367d3aa929,Brock Carlisle,raw_ca67fd6a_fa2d_463d_b3f9_ef367d3aa929,Brock Carlisle
